Departure Date,Origin City,Destination City,Airline,Price (AUD)
2024-12-01,Sydney (SYD),Los Angeles (LAX),FJ,579.9
2024-12-01,Sydney (SYD),Los Angeles (LAX),MF,606.67
2024-12-01,Sydney (SYD),Los Angeles (LAX),PR,644.3
2024-12-01,Sydney (SYD),Los Angeles (LAX),PR,644.3
2024-12-01,Sydney (SYD),Los Angeles (LAX),FJ,749.9
2024-12-01,Sydney (SYD),Los Angeles (LAX),NH,750.29
2024-12-01,Sydney (SYD),Los Angeles (LAX),NH,750.29
2024-12-01,Sydney (SYD),Los Angeles (LAX),CI,796.62
2024-12-01,Sydney (SYD),Los Angeles (LAX),TN,849.75
2024-12-01,Sydney (SYD),Los Angeles (LAX),TN,849.75
2024-12-01,Sydney (SYD),Los Angeles (LAX),TN,849.75
2024-12-01,Sydney (SYD),Los Angeles (LAX),OZ,892.45
2024-12-01,Sydney (SYD),Los Angeles (LAX),NH,941.84
2024-12-01,Sydney (SYD),Los Angeles (LAX),NH,1027.92
2024-12-01,Sydney (SYD),Los Angeles (LAX),NH,1027.92
2024-12-01,Sydney (SYD),Los Angeles (LAX),HA,1095.45
2024-12-01,Sydney (SYD),Los Angeles (LAX),HA,1095.45
2024-12-01,Sydney (SYD),Los Angeles (LAX),HA,1095.45
2024-12-01,Sydney (SYD),Los Angeles (LAX),AC,1102.68
2024-12-01,Sydney (SYD),Los Angeles (LAX),AC,1102.68
2024-12-01,Sydney (SYD),Los Angeles (LAX),HA,1121.38
2024-12-01,Sydney (SYD),Los Angeles (LAX),HA,1121.38
2024-12-01,Sydney (SYD),Los Angeles (LAX),FJ,1168.06
2024-12-01,Sydney (SYD),Los Angeles (LAX),UA,1171.68
2024-12-01,Sydney (SYD),Los Angeles (LAX),HA,1195.38
2024-12-01,Sydney (SYD),Los Angeles (LAX),HA,1195.38
2024-12-01,Sydney (SYD),Los Angeles (LAX),HA,1195.38
2024-12-01,Sydney (SYD),Los Angeles (LAX),HA,1195.38
2024-12-01,Sydney (SYD),Los Angeles (LAX),FJ,1214.06
2024-12-01,Sydney (SYD),Los Angeles (LAX),KE,1254.33
2024-12-01,Sydney (SYD),Los Angeles (LAX),QF,1255.3
2024-12-01,Sydney (SYD),Los Angeles (LAX),QF,1255.9
2024-12-01,Sydney (SYD),Los Angeles (LAX),QF,1277.91
2024-12-01,Sydney (SYD),Los Angeles (LAX),QF,1277.91
2024-12-01,Sydney (SYD),Los Angeles (LAX),QF,1283.98
2024-12-01,Sydney (SYD),Los Angeles (LAX),QF,1283.98
2024-12-01,Sydney (SYD),Los Angeles (LAX),NZ,1292.63
2024-12-01,Sydney (SYD),Los Angeles (LAX),NH,1345.84
2024-12-01,Sydney (SYD),Los Angeles (LAX),NH,1361.37
2024-12-01,Sydney (SYD),Los Angeles (LAX),NZ,1417.63
2024-12-01,Sydney (SYD),Los Angeles (LAX),NZ,1417.63
2024-12-01,Sydney (SYD),Los Angeles (LAX),NZ,1417.63
2024-12-01,Sydney (SYD),Los Angeles (LAX),QR,1423.23
2024-12-01,Sydney (SYD),Los Angeles (LAX),QR,1518.54
2024-12-01,Sydney (SYD),Los Angeles (LAX),QR,1518.54
2024-12-01,Sydney (SYD),Los Angeles (LAX),EK,1544.48
2024-12-01,Sydney (SYD),Los Angeles (LAX),QF,1835.75
2024-12-01,Sydney (SYD),Los Angeles (LAX),LA,1960.1
2024-12-01,Sydney (SYD),Los Angeles (LAX),LA,2020.14
2024-12-01,Sydney (SYD),Los Angeles (LAX),HA,2472.38
2024-12-01,Sydney (SYD),Los Angeles (LAX),UA,3588.76
2024-12-01,Sydney (SYD),Los Angeles (LAX),UA,3588.76
2024-12-01,Sydney (SYD),Los Angeles (LAX),CZ,4456.12
2024-12-01,Sydney (SYD),Los Angeles (LAX),MU,4579.99
2024-12-01,Sydney (SYD),Los Angeles (LAX),BR,4898.24
2024-12-01,Sydney (SYD),Los Angeles (LAX),UA,6356.76
2024-12-02,Sydney (SYD),Los Angeles (LAX),FJ,579.9
2024-12-02,Sydney (SYD),Los Angeles (LAX),FJ,579.9
2024-12-02,Sydney (SYD),Los Angeles (LAX),PR,628.3
2024-12-02,Sydney (SYD),Los Angeles (LAX),PR,628.3
2024-12-02,Sydney (SYD),Los Angeles (LAX),NH,739.84
2024-12-02,Sydney (SYD),Los Angeles (LAX),NH,750.29
2024-12-02,Sydney (SYD),Los Angeles (LAX),NH,750.29
2024-12-02,Sydney (SYD),Los Angeles (LAX),CI,796.62
2024-12-02,Sydney (SYD),Los Angeles (LAX),CI,796.62
2024-12-02,Sydney (SYD),Los Angeles (LAX),OZ,798.45
2024-12-02,Sydney (SYD),Los Angeles (LAX),OZ,798.45
2024-12-02,Sydney (SYD),Los Angeles (LAX),UA,994.68
2024-12-02,Sydney (SYD),Los Angeles (LAX),KE,1012.33
2024-12-02,Sydney (SYD),Los Angeles (LAX),NH,1027.92
2024-12-02,Sydney (SYD),Los Angeles (LAX),NH,1027.92
2024-12-02,Sydney (SYD),Los Angeles (LAX),AC,1158.68
2024-12-02,Sydney (SYD),Los Angeles (LAX),AC,1158.68
2024-12-02,Sydney (SYD),Los Angeles (LAX),AC,1158.68
2024-12-02,Sydney (SYD),Los Angeles (LAX),NZ,1166.63
2024-12-02,Sydney (SYD),Los Angeles (LAX),NH,1183.84
2024-12-02,Sydney (SYD),Los Angeles (LAX),QF,1190.9
2024-12-02,Sydney (SYD),Los Angeles (LAX),QF,1191.3
2024-12-02,Sydney (SYD),Los Angeles (LAX),NH,1199.37
2024-12-02,Sydney (SYD),Los Angeles (LAX),QF,1206.98
2024-12-02,Sydney (SYD),Los Angeles (LAX),QF,1212.91
2024-12-02,Sydney (SYD),Los Angeles (LAX),QF,1212.91
2024-12-02,Sydney (SYD),Los Angeles (LAX),QF,1218.98
2024-12-02,Sydney (SYD),Los Angeles (LAX),QF,1218.98
2024-12-02,Sydney (SYD),Los Angeles (LAX),AC,1245.68
2024-12-02,Sydney (SYD),Los Angeles (LAX),NZ,1292.63
2024-12-02,Sydney (SYD),Los Angeles (LAX),NZ,1292.63
2024-12-02,Sydney (SYD),Los Angeles (LAX),NZ,1292.63
2024-12-02,Sydney (SYD),Los Angeles (LAX),QR,1423.23
2024-12-02,Sydney (SYD),Los Angeles (LAX),EK,1461.48
2024-12-02,Sydney (SYD),Los Angeles (LAX),EK,1461.48
2024-12-02,Sydney (SYD),Los Angeles (LAX),QR,1518.54
2024-12-02,Sydney (SYD),Los Angeles (LAX),QR,1518.54
2024-12-02,Sydney (SYD),Los Angeles (LAX),QF,1549.98
2024-12-02,Sydney (SYD),Los Angeles (LAX),FJ,1804.02
2024-12-02,Sydney (SYD),Los Angeles (LAX),AC,1940.98
2024-12-02,Sydney (SYD),Los Angeles (LAX),LA,1947.0
2024-12-02,Sydney (SYD),Los Angeles (LAX),LA,1960.1
2024-12-02,Sydney (SYD),Los Angeles (LAX),CZ,4456.12
2024-12-02,Sydney (SYD),Los Angeles (LAX),BR,4898.24
2024-12-02,Sydney (SYD),Los Angeles (LAX),UA,5504.02
2024-12-02,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-02,Sydney (SYD),Los Angeles (LAX),UA,6155.76
2024-12-02,Sydney (SYD),Los Angeles (LAX),UA,6157.88
2024-12-02,Sydney (SYD),Los Angeles (LAX),UA,6317.76
2024-12-02,Sydney (SYD),Los Angeles (LAX),UA,6330.76
2024-12-02,Sydney (SYD),Los Angeles (LAX),UA,6330.76
2024-12-02,Sydney (SYD),Los Angeles (LAX),UA,6558.81
2024-12-02,Sydney (SYD),Los Angeles (LAX),UA,6558.81
2024-12-03,Sydney (SYD),Los Angeles (LAX),MF,606.67
2024-12-03,Sydney (SYD),Los Angeles (LAX),PR,628.3
2024-12-03,Sydney (SYD),Los Angeles (LAX),PR,628.3
2024-12-03,Sydney (SYD),Los Angeles (LAX),NH,739.84
2024-12-03,Sydney (SYD),Los Angeles (LAX),NH,739.84
2024-12-03,Sydney (SYD),Los Angeles (LAX),NH,750.29
2024-12-03,Sydney (SYD),Los Angeles (LAX),NH,750.29
2024-12-03,Sydney (SYD),Los Angeles (LAX),CI,796.62
2024-12-03,Sydney (SYD),Los Angeles (LAX),CI,796.62
2024-12-03,Sydney (SYD),Los Angeles (LAX),CI,796.62
2024-12-03,Sydney (SYD),Los Angeles (LAX),OZ,798.45
2024-12-03,Sydney (SYD),Los Angeles (LAX),UA,934.76
2024-12-03,Sydney (SYD),Los Angeles (LAX),UA,934.76
2024-12-03,Sydney (SYD),Los Angeles (LAX),HA,971.38
2024-12-03,Sydney (SYD),Los Angeles (LAX),UA,975.76
2024-12-03,Sydney (SYD),Los Angeles (LAX),FJ,979.06
2024-12-03,Sydney (SYD),Los Angeles (LAX),FJ,979.06
2024-12-03,Sydney (SYD),Los Angeles (LAX),FJ,988.9
2024-12-03,Sydney (SYD),Los Angeles (LAX),FJ,988.9
2024-12-03,Sydney (SYD),Los Angeles (LAX),KE,1012.33
2024-12-03,Sydney (SYD),Los Angeles (LAX),NH,1027.92
2024-12-03,Sydney (SYD),Los Angeles (LAX),NH,1027.92
2024-12-03,Sydney (SYD),Los Angeles (LAX),HA,1074.38
2024-12-03,Sydney (SYD),Los Angeles (LAX),HA,1074.38
2024-12-03,Sydney (SYD),Los Angeles (LAX),HA,1074.38
2024-12-03,Sydney (SYD),Los Angeles (LAX),HA,1074.38
2024-12-03,Sydney (SYD),Los Angeles (LAX),HA,1074.38
2024-12-03,Sydney (SYD),Los Angeles (LAX),HA,1074.38
2024-12-03,Sydney (SYD),Los Angeles (LAX),FJ,1078.02
2024-12-03,Sydney (SYD),Los Angeles (LAX),HA,1084.45
2024-12-03,Sydney (SYD),Los Angeles (LAX),HA,1084.45
2024-12-03,Sydney (SYD),Los Angeles (LAX),HA,1084.45
2024-12-03,Sydney (SYD),Los Angeles (LAX),UA,1111.68
2024-12-03,Sydney (SYD),Los Angeles (LAX),UA,1156.76
2024-12-03,Sydney (SYD),Los Angeles (LAX),AC,1158.68
2024-12-03,Sydney (SYD),Los Angeles (LAX),AC,1158.68
2024-12-03,Sydney (SYD),Los Angeles (LAX),NZ,1166.63
2024-12-03,Sydney (SYD),Los Angeles (LAX),NZ,1166.63
2024-12-03,Sydney (SYD),Los Angeles (LAX),NZ,1166.63
2024-12-03,Sydney (SYD),Los Angeles (LAX),NZ,1166.63
2024-12-03,Sydney (SYD),Los Angeles (LAX),QF,1190.9
2024-12-03,Sydney (SYD),Los Angeles (LAX),QF,1191.3
2024-12-03,Sydney (SYD),Los Angeles (LAX),NH,1199.37
2024-12-03,Sydney (SYD),Los Angeles (LAX),QF,1212.91
2024-12-03,Sydney (SYD),Los Angeles (LAX),QF,1212.91
2024-12-03,Sydney (SYD),Los Angeles (LAX),QF,1218.98
2024-12-03,Sydney (SYD),Los Angeles (LAX),QF,1218.98
2024-12-03,Sydney (SYD),Los Angeles (LAX),QR,1423.23
2024-12-03,Sydney (SYD),Los Angeles (LAX),EK,1461.48
2024-12-03,Sydney (SYD),Los Angeles (LAX),QR,1518.54
2024-12-03,Sydney (SYD),Los Angeles (LAX),LA,1947.0
2024-12-03,Sydney (SYD),Los Angeles (LAX),QF,1972.9
2024-12-03,Sydney (SYD),Los Angeles (LAX),HA,2313.38
2024-12-03,Sydney (SYD),Los Angeles (LAX),BR,4898.24
2024-12-03,Sydney (SYD),Los Angeles (LAX),UA,6155.76
2024-12-03,Sydney (SYD),Los Angeles (LAX),CZ,6515.12
2024-12-04,Sydney (SYD),Los Angeles (LAX),FJ,579.9
2024-12-04,Sydney (SYD),Los Angeles (LAX),FJ,579.9
2024-12-04,Sydney (SYD),Los Angeles (LAX),PR,628.3
2024-12-04,Sydney (SYD),Los Angeles (LAX),PR,628.3
2024-12-04,Sydney (SYD),Los Angeles (LAX),NH,739.84
2024-12-04,Sydney (SYD),Los Angeles (LAX),NH,739.84
2024-12-04,Sydney (SYD),Los Angeles (LAX),NH,744.92
2024-12-04,Sydney (SYD),Los Angeles (LAX),NH,744.92
2024-12-04,Sydney (SYD),Los Angeles (LAX),NH,750.29
2024-12-04,Sydney (SYD),Los Angeles (LAX),NH,750.29
2024-12-04,Sydney (SYD),Los Angeles (LAX),CI,796.62
2024-12-04,Sydney (SYD),Los Angeles (LAX),OZ,798.45
2024-12-04,Sydney (SYD),Los Angeles (LAX),OZ,798.45
2024-12-04,Sydney (SYD),Los Angeles (LAX),TN,889.74
2024-12-04,Sydney (SYD),Los Angeles (LAX),UA,929.68
2024-12-04,Sydney (SYD),Los Angeles (LAX),UA,934.76
2024-12-04,Sydney (SYD),Los Angeles (LAX),UA,934.76
2024-12-04,Sydney (SYD),Los Angeles (LAX),KE,1012.33
2024-12-04,Sydney (SYD),Los Angeles (LAX),CA,1050.39
2024-12-04,Sydney (SYD),Los Angeles (LAX),NZ,1166.63
2024-12-04,Sydney (SYD),Los Angeles (LAX),NZ,1166.63
2024-12-04,Sydney (SYD),Los Angeles (LAX),QF,1190.9
2024-12-04,Sydney (SYD),Los Angeles (LAX),NH,1199.37
2024-12-04,Sydney (SYD),Los Angeles (LAX),QF,1206.98
2024-12-04,Sydney (SYD),Los Angeles (LAX),QF,1212.91
2024-12-04,Sydney (SYD),Los Angeles (LAX),QF,1212.91
2024-12-04,Sydney (SYD),Los Angeles (LAX),QF,1218.98
2024-12-04,Sydney (SYD),Los Angeles (LAX),QF,1218.98
2024-12-04,Sydney (SYD),Los Angeles (LAX),AC,1245.68
2024-12-04,Sydney (SYD),Los Angeles (LAX),AC,1245.68
2024-12-04,Sydney (SYD),Los Angeles (LAX),QR,1588.23
2024-12-04,Sydney (SYD),Los Angeles (LAX),EK,1835.48
2024-12-04,Sydney (SYD),Los Angeles (LAX),EY,1869.06
2024-12-04,Sydney (SYD),Los Angeles (LAX),LA,2130.14
2024-12-04,Sydney (SYD),Los Angeles (LAX),CZ,4456.12
2024-12-04,Sydney (SYD),Los Angeles (LAX),BR,4898.24
2024-12-04,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-04,Sydney (SYD),Los Angeles (LAX),UA,6155.76
2024-12-04,Sydney (SYD),Los Angeles (LAX),UA,6157.88
2024-12-04,Sydney (SYD),Los Angeles (LAX),UA,6171.81
2024-12-04,Sydney (SYD),Los Angeles (LAX),UA,6171.81
2024-12-05,Sydney (SYD),Los Angeles (LAX),FJ,579.9
2024-12-05,Sydney (SYD),Los Angeles (LAX),FJ,579.9
2024-12-05,Sydney (SYD),Los Angeles (LAX),MF,606.67
2024-12-05,Sydney (SYD),Los Angeles (LAX),PR,628.3
2024-12-05,Sydney (SYD),Los Angeles (LAX),PR,628.3
2024-12-05,Sydney (SYD),Los Angeles (LAX),NH,739.84
2024-12-05,Sydney (SYD),Los Angeles (LAX),NH,739.84
2024-12-05,Sydney (SYD),Los Angeles (LAX),NH,744.92
2024-12-05,Sydney (SYD),Los Angeles (LAX),NH,744.92
2024-12-05,Sydney (SYD),Los Angeles (LAX),NH,750.29
2024-12-05,Sydney (SYD),Los Angeles (LAX),NH,750.29
2024-12-05,Sydney (SYD),Los Angeles (LAX),OZ,798.45
2024-12-05,Sydney (SYD),Los Angeles (LAX),TN,849.75
2024-12-05,Sydney (SYD),Los Angeles (LAX),TN,849.75
2024-12-05,Sydney (SYD),Los Angeles (LAX),TN,849.75
2024-12-05,Sydney (SYD),Los Angeles (LAX),UA,929.68
2024-12-05,Sydney (SYD),Los Angeles (LAX),UA,934.76
2024-12-05,Sydney (SYD),Los Angeles (LAX),UA,934.76
2024-12-05,Sydney (SYD),Los Angeles (LAX),UA,975.76
2024-12-05,Sydney (SYD),Los Angeles (LAX),UA,975.76
2024-12-05,Sydney (SYD),Los Angeles (LAX),CX,976.02
2024-12-05,Sydney (SYD),Los Angeles (LAX),CX,976.02
2024-12-05,Sydney (SYD),Los Angeles (LAX),CX,976.02
2024-12-05,Sydney (SYD),Los Angeles (LAX),FJ,994.06
2024-12-05,Sydney (SYD),Los Angeles (LAX),CX,1001.02
2024-12-05,Sydney (SYD),Los Angeles (LAX),HA,1009.38
2024-12-05,Sydney (SYD),Los Angeles (LAX),HA,1009.38
2024-12-05,Sydney (SYD),Los Angeles (LAX),HA,1009.38
2024-12-05,Sydney (SYD),Los Angeles (LAX),HA,1009.38
2024-12-05,Sydney (SYD),Los Angeles (LAX),HA,1009.38
2024-12-05,Sydney (SYD),Los Angeles (LAX),KE,1012.33
2024-12-05,Sydney (SYD),Los Angeles (LAX),CX,1015.03
2024-12-05,Sydney (SYD),Los Angeles (LAX),HA,1023.38
2024-12-05,Sydney (SYD),Los Angeles (LAX),FJ,1036.06
2024-12-05,Sydney (SYD),Los Angeles (LAX),CA,1050.39
2024-12-05,Sydney (SYD),Los Angeles (LAX),HA,1070.45
2024-12-05,Sydney (SYD),Los Angeles (LAX),HA,1070.45
2024-12-05,Sydney (SYD),Los Angeles (LAX),HA,1070.45
2024-12-05,Sydney (SYD),Los Angeles (LAX),HA,1091.38
2024-12-05,Sydney (SYD),Los Angeles (LAX),AC,1158.68
2024-12-05,Sydney (SYD),Los Angeles (LAX),AC,1158.68
2024-12-05,Sydney (SYD),Los Angeles (LAX),AC,1158.68
2024-12-05,Sydney (SYD),Los Angeles (LAX),QF,1190.9
2024-12-05,Sydney (SYD),Los Angeles (LAX),QF,1212.91
2024-12-05,Sydney (SYD),Los Angeles (LAX),QF,1212.91
2024-12-05,Sydney (SYD),Los Angeles (LAX),QF,1218.98
2024-12-05,Sydney (SYD),Los Angeles (LAX),QF,1218.98
2024-12-05,Sydney (SYD),Los Angeles (LAX),AC,1220.68
2024-12-05,Sydney (SYD),Los Angeles (LAX),NZ,1253.62
2024-12-05,Sydney (SYD),Los Angeles (LAX),NZ,1587.63
2024-12-05,Sydney (SYD),Los Angeles (LAX),NZ,1587.63
2024-12-05,Sydney (SYD),Los Angeles (LAX),EK,1627.48
2024-12-05,Sydney (SYD),Los Angeles (LAX),QR,1659.23
2024-12-05,Sydney (SYD),Los Angeles (LAX),QF,1770.75
2024-12-05,Sydney (SYD),Los Angeles (LAX),QF,1972.9
2024-12-05,Sydney (SYD),Los Angeles (LAX),LA,2057.0
2024-12-05,Sydney (SYD),Los Angeles (LAX),HA,2402.38
2024-12-05,Sydney (SYD),Los Angeles (LAX),CI,4924.77
2024-12-05,Sydney (SYD),Los Angeles (LAX),CI,4924.77
2024-12-05,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-05,Sydney (SYD),Los Angeles (LAX),UA,6155.76
2024-12-05,Sydney (SYD),Los Angeles (LAX),UA,6157.88
2024-12-05,Sydney (SYD),Los Angeles (LAX),CZ,6515.12
2024-12-06,Sydney (SYD),Los Angeles (LAX),PR,644.3
2024-12-06,Sydney (SYD),Los Angeles (LAX),PR,644.3
2024-12-06,Sydney (SYD),Los Angeles (LAX),FJ,668.9
2024-12-06,Sydney (SYD),Los Angeles (LAX),FJ,668.9
2024-12-06,Sydney (SYD),Los Angeles (LAX),NH,739.84
2024-12-06,Sydney (SYD),Los Angeles (LAX),NH,739.84
2024-12-06,Sydney (SYD),Los Angeles (LAX),NH,750.29
2024-12-06,Sydney (SYD),Los Angeles (LAX),NH,750.29
2024-12-06,Sydney (SYD),Los Angeles (LAX),NH,755.37
2024-12-06,Sydney (SYD),Los Angeles (LAX),OZ,798.45
2024-12-06,Sydney (SYD),Los Angeles (LAX),OZ,798.45
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,920.38
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,920.38
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,920.38
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,920.38
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,934.38
2024-12-06,Sydney (SYD),Los Angeles (LAX),FJ,937.02
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,949.45
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,987.53
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,987.53
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,987.53
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,987.53
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,987.53
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,987.53
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,987.53
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,987.53
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,987.53
2024-12-06,Sydney (SYD),Los Angeles (LAX),UA,990.68
2024-12-06,Sydney (SYD),Los Angeles (LAX),FJ,994.06
2024-12-06,Sydney (SYD),Los Angeles (LAX),FJ,994.06
2024-12-06,Sydney (SYD),Los Angeles (LAX),UA,995.76
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,997.45
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,997.45
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,1000.45
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,1000.45
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,1000.45
2024-12-06,Sydney (SYD),Los Angeles (LAX),CX,1001.02
2024-12-06,Sydney (SYD),Los Angeles (LAX),CX,1001.02
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,1003.38
2024-12-06,Sydney (SYD),Los Angeles (LAX),CX,1026.02
2024-12-06,Sydney (SYD),Los Angeles (LAX),UA,1035.76
2024-12-06,Sydney (SYD),Los Angeles (LAX),UA,1035.76
2024-12-06,Sydney (SYD),Los Angeles (LAX),AC,1102.68
2024-12-06,Sydney (SYD),Los Angeles (LAX),AC,1102.68
2024-12-06,Sydney (SYD),Los Angeles (LAX),KE,1124.33
2024-12-06,Sydney (SYD),Los Angeles (LAX),NZ,1213.63
2024-12-06,Sydney (SYD),Los Angeles (LAX),NZ,1213.63
2024-12-06,Sydney (SYD),Los Angeles (LAX),CI,1248.62
2024-12-06,Sydney (SYD),Los Angeles (LAX),CI,1248.62
2024-12-06,Sydney (SYD),Los Angeles (LAX),QF,1255.9
2024-12-06,Sydney (SYD),Los Angeles (LAX),QF,1271.98
2024-12-06,Sydney (SYD),Los Angeles (LAX),QF,1271.98
2024-12-06,Sydney (SYD),Los Angeles (LAX),QF,1277.91
2024-12-06,Sydney (SYD),Los Angeles (LAX),QF,1277.91
2024-12-06,Sydney (SYD),Los Angeles (LAX),QF,1283.98
2024-12-06,Sydney (SYD),Los Angeles (LAX),QF,1283.98
2024-12-06,Sydney (SYD),Los Angeles (LAX),NZ,1339.63
2024-12-06,Sydney (SYD),Los Angeles (LAX),NZ,1339.63
2024-12-06,Sydney (SYD),Los Angeles (LAX),QR,1588.23
2024-12-06,Sydney (SYD),Los Angeles (LAX),EK,1959.48
2024-12-06,Sydney (SYD),Los Angeles (LAX),LA,2020.14
2024-12-06,Sydney (SYD),Los Angeles (LAX),QF,2038.9
2024-12-06,Sydney (SYD),Los Angeles (LAX),QF,2038.9
2024-12-06,Sydney (SYD),Los Angeles (LAX),LA,2070.1
2024-12-06,Sydney (SYD),Los Angeles (LAX),HA,2359.38
2024-12-06,Sydney (SYD),Los Angeles (LAX),UA,2770.76
2024-12-06,Sydney (SYD),Los Angeles (LAX),MU,4367.99
2024-12-06,Sydney (SYD),Los Angeles (LAX),CZ,4456.12
2024-12-06,Sydney (SYD),Los Angeles (LAX),MU,4579.99
2024-12-06,Sydney (SYD),Los Angeles (LAX),BR,4927.24
2024-12-06,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-06,Sydney (SYD),Los Angeles (LAX),UA,6155.76
2024-12-06,Sydney (SYD),Los Angeles (LAX),UA,6157.88
2024-12-07,Sydney (SYD),Los Angeles (LAX),HA,497.98
2024-12-07,Sydney (SYD),Los Angeles (LAX),HA,497.98
2024-12-07,Sydney (SYD),Los Angeles (LAX),FJ,579.9
2024-12-07,Sydney (SYD),Los Angeles (LAX),FJ,579.9
2024-12-07,Sydney (SYD),Los Angeles (LAX),PR,644.3
2024-12-07,Sydney (SYD),Los Angeles (LAX),PR,644.3
2024-12-07,Sydney (SYD),Los Angeles (LAX),NH,739.84
2024-12-07,Sydney (SYD),Los Angeles (LAX),NH,739.84
2024-12-07,Sydney (SYD),Los Angeles (LAX),NH,744.92
2024-12-07,Sydney (SYD),Los Angeles (LAX),NH,744.92
2024-12-07,Sydney (SYD),Los Angeles (LAX),NH,750.29
2024-12-07,Sydney (SYD),Los Angeles (LAX),NH,750.29
2024-12-07,Sydney (SYD),Los Angeles (LAX),OZ,798.45
2024-12-07,Sydney (SYD),Los Angeles (LAX),HA,841.38
2024-12-07,Sydney (SYD),Los Angeles (LAX),HA,841.38
2024-12-07,Sydney (SYD),Los Angeles (LAX),HA,841.38
2024-12-07,Sydney (SYD),Los Angeles (LAX),HA,841.38
2024-12-07,Sydney (SYD),Los Angeles (LAX),HA,841.38
2024-12-07,Sydney (SYD),Los Angeles (LAX),HA,841.38
2024-12-07,Sydney (SYD),Los Angeles (LAX),HA,841.38
2024-12-07,Sydney (SYD),Los Angeles (LAX),HA,951.45
2024-12-07,Sydney (SYD),Los Angeles (LAX),HA,951.45
2024-12-07,Sydney (SYD),Los Angeles (LAX),UA,990.68
2024-12-07,Sydney (SYD),Los Angeles (LAX),CX,1001.02
2024-12-07,Sydney (SYD),Los Angeles (LAX),CX,1001.02
2024-12-07,Sydney (SYD),Los Angeles (LAX),CX,1001.02
2024-12-07,Sydney (SYD),Los Angeles (LAX),CX,1001.02
2024-12-07,Sydney (SYD),Los Angeles (LAX),CX,1026.02
2024-12-07,Sydney (SYD),Los Angeles (LAX),NH,1038.37
2024-12-07,Sydney (SYD),Los Angeles (LAX),CX,1040.03
2024-12-07,Sydney (SYD),Los Angeles (LAX),OZ,1059.45
2024-12-07,Sydney (SYD),Los Angeles (LAX),KE,1086.33
2024-12-07,Sydney (SYD),Los Angeles (LAX),NZ,1213.63
2024-12-07,Sydney (SYD),Los Angeles (LAX),NZ,1213.63
2024-12-07,Sydney (SYD),Los Angeles (LAX),QF,1255.9
2024-12-07,Sydney (SYD),Los Angeles (LAX),QF,1277.91
2024-12-07,Sydney (SYD),Los Angeles (LAX),QF,1277.91
2024-12-07,Sydney (SYD),Los Angeles (LAX),QF,1283.98
2024-12-07,Sydney (SYD),Los Angeles (LAX),QF,1283.98
2024-12-07,Sydney (SYD),Los Angeles (LAX),AC,1286.68
2024-12-07,Sydney (SYD),Los Angeles (LAX),AC,1286.68
2024-12-07,Sydney (SYD),Los Angeles (LAX),AC,1286.68
2024-12-07,Sydney (SYD),Los Angeles (LAX),NZ,1339.63
2024-12-07,Sydney (SYD),Los Angeles (LAX),NZ,1339.63
2024-12-07,Sydney (SYD),Los Angeles (LAX),CA,1494.39
2024-12-07,Sydney (SYD),Los Angeles (LAX),UA,1531.76
2024-12-07,Sydney (SYD),Los Angeles (LAX),UA,1544.76
2024-12-07,Sydney (SYD),Los Angeles (LAX),QR,1659.23
2024-12-07,Sydney (SYD),Los Angeles (LAX),LA,1947.0
2024-12-07,Sydney (SYD),Los Angeles (LAX),EK,2015.48
2024-12-07,Sydney (SYD),Los Angeles (LAX),AC,2106.68
2024-12-07,Sydney (SYD),Los Angeles (LAX),HA,2310.38
2024-12-07,Sydney (SYD),Los Angeles (LAX),UA,3588.76
2024-12-07,Sydney (SYD),Los Angeles (LAX),CZ,4456.12
2024-12-07,Sydney (SYD),Los Angeles (LAX),CI,4924.77
2024-12-07,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-07,Sydney (SYD),Los Angeles (LAX),UA,6155.76
2024-12-07,Sydney (SYD),Los Angeles (LAX),UA,6157.88
2024-12-07,Sydney (SYD),Los Angeles (LAX),UA,6171.81
